,Error,Alert,Value
0,contrast,accesskey,0.10411441378942313
1,contrast,alt_duplicate,0.5325079602255546
2,contrast,alt_long,0.3286906096020777
3,contrast,alt_redundant,0.7727555721578881
4,contrast,alt_suspicious,0.40806161837166693
5,contrast,applet,0.00030239963000515857
6,contrast,audio_video,0.029759681235213546
7,contrast,event_handler,1.287386377786079
8,contrast,fieldset_missing,0.03532739207001441
9,contrast,flash,0.04302968852838109
10,contrast,h1_missing,0.19031609655442303
11,contrast,heading_missing,0.3012611843392568
12,contrast,heading_possible,0.3011010904174894
13,contrast,heading_skipped,0.40139103829802375
14,contrast,javascript_jumpmenu,0.03678602557945106
15,contrast,label_orphaned,0.26029492858032266
16,contrast,label_title,0.08275076934023516
17,contrast,legend_missing,0.05967945639219453
18,contrast,link_document,0.0010495045982531973
19,contrast,link_excel,0.0030595727271110163
20,contrast,link_internal_broken,0.26086415141327357
21,contrast,link_pdf,0.36725545653450026
22,contrast,link_powerpoint,0.0012985395876692104
23,contrast,link_redundant,6.167867371079923
24,contrast,link_suspicious,0.6456409982745432
25,contrast,link_word,0.008058060728960991
26,contrast,noscript,0.8859775512745255
27,contrast,plugin,0.014888734724371631
28,contrast,tabindex,0.23770389739758435
29,contrast,table_caption_possible,0.003948983403596777
30,contrast,text_small,0.4638098795737944
31,contrast,title_redundant,6.371506839568102
32,contrast,underline,0.27205293772346445
33,contrast,text_justified,1.3461230588611985
34,alt_area_missing,accesskey,0.08689156247542659
35,alt_area_missing,alt_duplicate,1.1428009750727373
36,alt_area_missing,alt_long,0.32295352677518285
37,alt_area_missing,alt_redundant,2.0759613116301012
38,alt_area_missing,alt_suspicious,0.7588267673193363
39,alt_area_missing,applet,0.008492569002123142
40,alt_area_missing,audio_video,0.03947471888023905
41,alt_area_missing,event_handler,4.059998427302037
42,alt_area_missing,fieldset_missing,0.07729810489895415
43,alt_area_missing,flash,0.21467327199811276
44,alt_area_missing,h1_missing,0.24306047023669106
45,alt_area_missing,heading_missing,0.25878744987025243
46,alt_area_missing,heading_possible,0.6862467563104506
47,alt_area_missing,heading_skipped,0.7033105292128646
48,alt_area_missing,javascript_jumpmenu,0.13768970669182984
49,alt_area_missing,label_orphaned,0.780136824722812
50,alt_area_missing,label_title,0.1350161201541244
51,alt_area_missing,legend_missing,0.1155146654085083
52,alt_area_missing,link_document,0.0005504442871746481
53,alt_area_missing,link_excel,0.06322245812691672
54,alt_area_missing,link_internal_broken,0.5780451364315483
55,alt_area_missing,link_pdf,0.7234410631438233
56,alt_area_missing,link_powerpoint,0.0020445073523629787
57,alt_area_missing,link_redundant,12.741133915231579
58,alt_area_missing,link_suspicious,1.2204922544625305
59,alt_area_missing,link_word,0.044664622159314306
60,alt_area_missing,noscript,1.0078634898167806
61,alt_area_missing,plugin,0.026185421089879687
62,alt_area_missing,tabindex,0.4179444837618935
63,alt_area_missing,table_caption_possible,0.015412440040890147
64,alt_area_missing,text_small,1.3566092631910043
65,alt_area_missing,title_redundant,13.529527404262012
66,alt_area_missing,underline,0.6543996225524888
67,alt_area_missing,text_justified,3.064008807108595
68,alt_input_missing,accesskey,0.38556059756284095
69,alt_input_missing,alt_duplicate,1.0946311120175394
70,alt_input_missing,alt_long,0.4588793147402233
71,alt_input_missing,alt_redundant,2.868250650079029
72,alt_input_missing,alt_suspicious,0.5873145362769592
73,alt_input_missing,applet,0.00020394636210676592
74,alt_input_missing,audio_video,0.047264569418243
75,alt_input_missing,event_handler,5.060113190230969
76,alt_input_missing,fieldset_missing,0.08907357365013002
77,alt_input_missing,flash,0.2417274256870443
78,alt_input_missing,h1_missing,0.30785703360016314
79,alt_input_missing,heading_missing,0.21261408249630348
80,alt_input_missing,heading_possible,0.22653342171009025
81,alt_input_missing,heading_skipped,1.3225411716718503
82,alt_input_missing,javascript_jumpmenu,0.24203334523020445
83,alt_input_missing,label_orphaned,0.5238362310712282
84,alt_input_missing,label_title,0.12068525977667874
85,alt_input_missing,legend_missing,0.11859480956508438
86,alt_input_missing,link_document,0.0003059195431601489
87,alt_input_missing,link_excel,0.006475296996889818
88,alt_input_missing,link_internal_broken,0.6168357721919135
89,alt_input_missing,link_pdf,0.6796002651302707
90,alt_input_missing,link_powerpoint,0.0014276245347473614
91,alt_input_missing,link_redundant,17.888900219242338
92,alt_input_missing,link_suspicious,1.5079284148269005
93,alt_input_missing,link_word,0.023555804823331465
94,alt_input_missing,noscript,0.8946107173813287
95,alt_input_missing,plugin,0.0293172895528476
96,alt_input_missing,tabindex,0.8760006118390863
97,alt_input_missing,table_caption_possible,0.015295977158007444
98,alt_input_missing,text_small,1.4845765563656759
99,alt_input_missing,title_redundant,18.835517258960895
100,alt_input_missing,underline,0.9440677101922195
101,alt_input_missing,text_justified,3.61673379901086
102,alt_link_missing,accesskey,0.09652680611395477
103,alt_link_missing,alt_duplicate,1.1312144666229786
104,alt_link_missing,alt_long,0.412753936345442
105,alt_link_missing,alt_redundant,2.0716866509626115
106,alt_link_missing,alt_suspicious,0.5910097235259737
107,alt_link_missing,applet,0.0001505463948566267
108,alt_link_missing,audio_video,0.045252475159844846
109,alt_link_missing,event_handler,1.5190928251359346
110,alt_link_missing,fieldset_missing,0.08076371300543739
111,alt_link_missing,flash,0.04791803191583571
112,alt_link_missing,h1_missing,0.2693009333876481
113,alt_link_missing,heading_missing,0.1399727245355201
114,alt_link_missing,heading_possible,0.6047183011282123
115,alt_link_missing,heading_skipped,0.8344963780308532
116,alt_link_missing,javascript_jumpmenu,0.06804697047519527
117,alt_link_missing,label_orphaned,0.5188714333787925
118,alt_link_missing,label_title,0.14600343600007085
119,alt_link_missing,legend_missing,0.10191990931793628
120,alt_link_missing,link_document,0.00032765980057030515
121,alt_link_missing,link_excel,0.004799773294840687
122,alt_link_missing,link_internal_broken,0.44869024636474736
123,alt_link_missing,link_pdf,0.4593081950372824
124,alt_link_missing,link_powerpoint,0.001266360850852801
125,alt_link_missing,link_redundant,11.182683622323374
126,alt_link_missing,link_suspicious,1.222790953047236
127,alt_link_missing,link_word,0.015222897221090664
128,alt_link_missing,noscript,1.4399408441224917
129,alt_link_missing,plugin,0.018933423070792228
130,alt_link_missing,tabindex,0.5150634951559484
131,alt_link_missing,table_caption_possible,0.009413577513682011
132,alt_link_missing,text_small,1.0914525070402579
133,alt_link_missing,title_redundant,11.97106852517667
134,alt_link_missing,underline,0.5269920830307646
135,alt_link_missing,text_justified,2.4854412780503354
136,alt_map_missing,accesskey,0.08879544892406628
137,alt_map_missing,alt_duplicate,0.7858026218154835
138,alt_map_missing,alt_long,0.30027207519168936
139,alt_map_missing,alt_redundant,1.4830571357902547
140,alt_map_missing,alt_suspicious,0.48701459312391787
141,alt_map_missing,applet,0.013232747959436063
142,alt_map_missing,audio_video,0.04501607717041801
143,alt_map_missing,event_handler,5.202943358891912
144,alt_map_missing,fieldset_missing,0.06876082117239674
145,alt_map_missing,flash,0.319935691318328
146,alt_map_missing,h1_missing,0.23225327726935444
147,alt_map_missing,heading_missing,0.3567895127380658
148,alt_map_missing,heading_possible,0.24845411822903785
149,alt_map_missing,heading_skipped,0.36915656690576304
150,alt_map_missing,javascript_jumpmenu,0.1737571110561464
151,alt_map_missing,label_orphaned,0.27949542418995793
152,alt_map_missing,label_title,0.08632203809052684
153,alt_map_missing,legend_missing,0.0364828097947069
154,alt_map_missing,link_document,0.0008656937917388078
155,alt_map_missing,link_excel,0.013480089042790007
156,alt_map_missing,link_internal_broken,0.39636408607469703
157,alt_map_missing,link_pdf,0.729656195894138
158,alt_map_missing,link_powerpoint,0.0033391046252782587
159,alt_map_missing,link_redundant,12.782710858273559
160,alt_map_missing,link_suspicious,0.9348256245362355
161,alt_map_missing,link_word,0.06331931733860995
162,alt_map_missing,noscript,0.6241652238436805
163,alt_map_missing,plugin,0.02918624783576552
164,alt_map_missing,tabindex,0.26725204056393764
165,alt_map_missing,table_caption_possible,0.010388325500865693
166,alt_map_missing,text_small,1.3392282958199357
167,alt_map_missing,title_redundant,14.515211476626268
168,alt_map_missing,underline,0.6155082859262924
169,alt_map_missing,text_justified,2.6484046500123672
170,alt_missing,accesskey,0.11339238855579764
171,alt_missing,alt_duplicate,1.246990251117225
172,alt_missing,alt_long,0.4443136818333625
173,alt_missing,alt_redundant,1.9577919496175193
174,alt_missing,alt_suspicious,0.7145628906312124
175,alt_missing,applet,0.00023060163170533882
176,alt_missing,audio_video,0.10332543456479906
177,alt_missing,event_handler,1.693244167369074
178,alt_missing,fieldset_missing,0.07901684187089489
179,alt_missing,flash,0.05608390718681913
180,alt_missing,h1_missing,0.28123856931566976
181,alt_missing,heading_missing,0.13974458881343532
182,alt_missing,heading_possible,0.557904864899251
183,alt_missing,heading_skipped,0.9463413858362888
184,alt_missing,javascript_jumpmenu,0.07215445538256016
185,alt_missing,label_orphaned,0.5724645748183018
186,alt_missing,label_title,0.15175972900332385
187,alt_missing,legend_missing,0.1103627602220137
188,alt_missing,link_document,0.0005645764086578985
189,alt_missing,link_excel,0.00935129375467167
190,alt_missing,link_internal_broken,0.4778701951366911
191,alt_missing,link_pdf,0.4207605082778034
192,alt_missing,link_powerpoint,0.0012643330841775474
193,alt_missing,link_redundant,14.225027433642392
194,alt_missing,link_suspicious,1.3452742569061213
195,alt_missing,link_word,0.011052974761048998
196,alt_missing,noscript,1.6370250799153931
197,alt_missing,plugin,0.025787623848979785
198,alt_missing,tabindex,0.46776348224367437
199,alt_missing,table_caption_possible,0.00881057268722467
200,alt_missing,text_small,1.1971564433276611
201,alt_missing,title_redundant,15.170024968590468
202,alt_missing,underline,0.4805658486935225
203,alt_missing,text_justified,2.587859221679734
204,alt_spacer_missing,accesskey,0.16388397322459028
205,alt_spacer_missing,alt_duplicate,1.4145187350927138
206,alt_spacer_missing,alt_long,0.6217973378471955
207,alt_spacer_missing,alt_redundant,2.643763945525891
208,alt_spacer_missing,alt_suspicious,0.6531122566746173
209,alt_spacer_missing,applet,0.0036162191274909596
210,alt_spacer_missing,audio_video,0.07921058705855197
211,alt_spacer_missing,event_handler,3.2996460721705008
212,alt_spacer_missing,fieldset_missing,0.11921981995845195
213,alt_spacer_missing,flash,0.10344694929599138
214,alt_spacer_missing,h1_missing,0.26429175963683926
215,alt_spacer_missing,heading_missing,0.13487727937216282
216,alt_spacer_missing,heading_possible,0.691621143340771
217,alt_spacer_missing,heading_skipped,1.1163730091559592
218,alt_spacer_missing,javascript_jumpmenu,0.115603600830961
219,alt_spacer_missing,label_orphaned,1.1085250442409786
220,alt_spacer_missing,label_title,0.2242825267369393
221,alt_spacer_missing,legend_missing,0.19600677079325998
222,alt_spacer_missing,link_document,0.0005385858274986535
223,alt_spacer_missing,link_excel,0.0035777487112410556
224,alt_spacer_missing,link_internal_broken,0.5542048164961145
225,alt_spacer_missing,link_pdf,0.4961529583750096
226,alt_spacer_missing,link_powerpoint,0.0014234054012464414
227,alt_spacer_missing,link_redundant,21.15538201123336
228,alt_spacer_missing,link_suspicious,1.409248288066477
229,alt_spacer_missing,link_word,0.01488805108871278
230,alt_spacer_missing,noscript,3.442756020620143
231,alt_spacer_missing,plugin,0.03273832422866815
232,alt_spacer_missing,tabindex,0.933600061552666
233,alt_spacer_missing,table_caption_possible,0.020774024774948066
234,alt_spacer_missing,text_small,1.9961914287912594
235,alt_spacer_missing,title_redundant,20.15634377163961
236,alt_spacer_missing,underline,1.022812956836193
237,alt_spacer_missing,text_justified,3.1788489651458027
238,aria_reference_broken,accesskey,0.1610030892240596
239,aria_reference_broken,alt_duplicate,1.5551517354170452
240,aria_reference_broken,alt_long,0.44775576958022895
241,aria_reference_broken,alt_redundant,2.33672542249682
242,aria_reference_broken,alt_suspicious,0.7237264522381731
243,aria_reference_broken,applet,0.0
244,aria_reference_broken,audio_video,0.03846386819310679
245,aria_reference_broken,event_handler,1.4116542491974076
246,aria_reference_broken,fieldset_missing,0.15288630444000242
247,aria_reference_broken,flash,0.007026470410079351
248,aria_reference_broken,h1_missing,0.254770125386153
249,aria_reference_broken,heading_missing,0.020534254043249135
250,aria_reference_broken,heading_possible,0.957962323581077
251,aria_reference_broken,heading_skipped,1.4424253437518928
252,aria_reference_broken,javascript_jumpmenu,0.08516566721182385
253,aria_reference_broken,label_orphaned,1.4339451208431764
254,aria_reference_broken,label_title,0.22090980677206373
255,aria_reference_broken,legend_missing,0.49845538797019806
256,aria_reference_broken,link_document,6.0573020776546124e-05
257,aria_reference_broken,link_excel,0.001998909685626022
258,aria_reference_broken,link_internal_broken,0.6798715851959537
259,aria_reference_broken,link_pdf,0.39505724150463384
260,aria_reference_broken,link_powerpoint,0.0006663032285420074
261,aria_reference_broken,link_redundant,18.838572899630506
262,aria_reference_broken,link_suspicious,1.3260039978193712
263,aria_reference_broken,link_word,0.0036949542673693136
264,aria_reference_broken,noscript,2.364346719970925
265,aria_reference_broken,plugin,0.04742867526803562
266,aria_reference_broken,tabindex,0.9166515234114725
267,aria_reference_broken,table_caption_possible,0.018050760191410744
268,aria_reference_broken,text_small,2.973045005754437
269,aria_reference_broken,title_redundant,18.472954146223273
270,aria_reference_broken,underline,0.5840450663274578
271,aria_reference_broken,text_justified,1.5172935974317039
272,blink,accesskey,0.3046875
273,blink,alt_duplicate,1.4114583333333333
274,blink,alt_long,0.2604166666666667
275,blink,alt_redundant,0.7135416666666666
276,blink,alt_suspicious,0.3072916666666667
277,blink,applet,0.005208333333333333
278,blink,audio_video,0.2890625
279,blink,event_handler,6.059895833333333
280,blink,fieldset_missing,0.08072916666666667
281,blink,flash,0.4114583333333333
282,blink,h1_missing,0.17708333333333334
283,blink,heading_missing,0.4635416666666667
284,blink,heading_possible,0.4661458333333333
285,blink,heading_skipped,0.5182291666666666
286,blink,javascript_jumpmenu,0.19270833333333334
287,blink,label_orphaned,0.12239583333333333
288,blink,label_title,0.10416666666666667
289,blink,legend_missing,0.059895833333333336
290,blink,link_document,0.005208333333333333
291,blink,link_excel,0.044270833333333336
292,blink,link_internal_broken,0.22916666666666666
293,blink,link_pdf,1.5026041666666667
294,blink,link_powerpoint,0.0078125
295,blink,link_redundant,10.880208333333334
296,blink,link_suspicious,1.1484375
297,blink,link_word,0.07552083333333333
298,blink,noscript,0.7317708333333334
299,blink,plugin,0.08333333333333333
300,blink,tabindex,0.4088541666666667
301,blink,table_caption_possible,0.020833333333333332
302,blink,text_small,2.390625
303,blink,title_redundant,12.309895833333334
304,blink,underline,2.234375
305,blink,text_justified,4.833333333333333
306,button_empty,accesskey,0.11516977444833483
307,button_empty,alt_duplicate,1.459710121325625
308,button_empty,alt_long,0.7570718996824363
309,button_empty,alt_redundant,2.6392557609315204
310,button_empty,alt_suspicious,0.7155769074179628
311,button_empty,applet,2.442797817767283e-05
312,button_empty,audio_video,0.034174741470564284
313,button_empty,event_handler,1.7710202752218875
314,button_empty,fieldset_missing,0.10192166761664359
315,button_empty,flash,0.039646608582363
316,button_empty,h1_missing,0.3306245419754092
317,button_empty,heading_missing,0.05450696197378064
318,button_empty,heading_possible,0.7098119045680319
319,button_empty,heading_skipped,1.2571451836169694
320,button_empty,javascript_jumpmenu,0.08525364384007816
321,button_empty,label_orphaned,0.8154466248676818
322,button_empty,label_title,0.19446299161306083
323,button_empty,legend_missing,0.13475287028743588
324,button_empty,link_document,0.00030942105691718916
325,button_empty,link_excel,0.003525771516977445
326,button_empty,link_internal_broken,0.6704747170425861
327,button_empty,link_pdf,0.43752951714029803
328,button_empty,link_powerpoint,0.0011318296555655077
329,button_empty,link_redundant,19.234549303802623
330,button_empty,link_suspicious,1.6177021415194202
331,button_empty,link_word,0.012995684390521945
332,button_empty,noscript,1.7754254539532612
333,button_empty,plugin,0.02284830225551665
334,button_empty,tabindex,0.5862877615829329
335,button_empty,table_caption_possible,0.011391580490188095
336,button_empty,text_small,1.2887957006758408
337,button_empty,title_redundant,17.5710039899031
338,button_empty,underline,0.4399478869798876
339,button_empty,text_justified,2.571101701815813
340,heading_empty,accesskey,0.14468609646553407
341,heading_empty,alt_duplicate,1.2452768014059754
342,heading_empty,alt_long,0.5654779339972662
343,heading_empty,alt_redundant,1.8885227494629955
344,heading_empty,alt_suspicious,0.7355252880296818
345,heading_empty,applet,0.00010984182776801405
346,heading_empty,audio_video,0.08149043155633666
347,heading_empty,event_handler,1.775165983206405
348,heading_empty,fieldset_missing,0.08709236477250537
349,heading_empty,flash,0.05473784417106034
350,heading_empty,h1_missing,0.2425429603593048
351,heading_empty,heading_missing,2.440929505955868e-05
352,heading_empty,heading_possible,0.7213068736574888
353,heading_empty,heading_skipped,1.2992335481351298
354,heading_empty,javascript_jumpmenu,0.07663298183948447
355,heading_empty,label_orphaned,0.838056531927358
356,heading_empty,label_title,0.1879149580160125
357,heading_empty,legend_missing,0.2882859793009178
358,heading_empty,link_document,0.0006346416715485257
359,heading_empty,link_excel,0.003807850029291154
360,heading_empty,link_internal_broken,0.6708284514743215
361,heading_empty,link_pdf,0.5477079671939075
362,heading_empty,link_powerpoint,0.0016354227689904315
363,heading_empty,link_redundant,16.386850712751414
364,heading_empty,link_suspicious,1.6632493653583285
365,heading_empty,link_word,0.015524311657879321
366,heading_empty,noscript,1.7596538761960554
367,heading_empty,plugin,0.02861989845733255
368,heading_empty,tabindex,0.6615773286467487
369,heading_empty,table_caption_possible,0.010886545596563171
370,heading_empty,text_small,1.47013522749463
371,heading_empty,title_redundant,15.260203085334895
372,heading_empty,underline,0.6993507127514157
373,heading_empty,text_justified,3.030108865455966
374,label_empty,accesskey,0.12338764426340801
375,label_empty,alt_duplicate,1.4743720298710115
376,label_empty,alt_long,0.7303462321792261
377,label_empty,alt_redundant,2.6445349626612358
378,label_empty,alt_suspicious,1.2171758316361168
379,label_empty,applet,3.394433129667346e-05
380,label_empty,audio_video,0.040631364562118126
